,AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeInDays,Gender,IsDesexed,DayOfWeek,Month,Year,IsWeekend,Hour,TimeOfDay
11534,A683824,None,15-07-14 18:29,Transfer,Dog,Intact Female,6 days,Chihuahua Longhair Mix,Black/White,6,Female,No,Tuesday,Jul,14,False,18,Evening
11535,A666618,Tater Tot,08-11-13 13:58,Transfer,Dog,Spayed Female,1 year,Shih Tzu/Maltese,White,365,Female,Yes,Friday,Nov,13,False,14,Afternoon
11536,A684559,None,26-07-14 17:31,Transfer,Cat,Intact Female,4 weeks,Siamese Mix,Flame Point,28,Female,No,Saturday,Jul,14,True,18,Evening
11537,A663257,Fay,19-10-13 11:17,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,60,Female,Yes,Saturday,Oct,13,True,11,Morning
11538,A680966,Mary,09-08-14 17:24,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,365,Female,Yes,Saturday,Aug,14,True,17,Evening
11539,A715345,Jordy,08-11-15 0:00,Transfer,Dog,Intact Male,10 months,Labrador Retriever Mix,Yellow,300,Male,No,Sunday,Nov,15,True,0,Night
11540,A705101,Heidi,22-06-15 12:58,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,30,Female,No,Monday,Jun,15,False,13,Afternoon
11541,A714810,None,02-11-15 11:33,Adoption,Cat,Spayed Female,3 years,Persian Mix,Black,1095,Female,Yes,Monday,Nov,15,False,12,Morning
11542,A688300,None,18-09-14 9:00,Transfer,Cat,Intact Male,10 months,Domestic Shorthair Mix,Brown Tabby/White,300,Male,No,Thursday,Sep,14,False,9,Morning
11543,A702987,Teddy,15-06-15 17:04,Adoption,Cat,Neutered Male,2 months,Domestic Longhair Mix,Brown Tabby,60,Male,Yes,Monday,Jun,15,False,17,Evening
11544,A712174,Jordan,01-10-15 11:50,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,30,Male,No,Thursday,Oct,15,False,12,Morning
11545,A716991,Rocko,30-11-15 16:37,Return,Dog,Intact Male,2 years,Mastiff Mix,Blue/White,730,Male,No,Monday,Nov,15,False,17,Evening
11546,A716765,Suzette,19-12-15 15:47,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Buff,730,Female,Yes,Saturday,Dec,15,True,16,Afternoon
11547,A685786,None,13-08-14 9:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue,365,Female,No,Wednesday,Aug,14,False,9,Morning
11548,A709760,Tommy,13-08-15 14:10,Return,Dog,Neutered Male,15 years,Shih Tzu/Cocker Spaniel,White,5475,Male,Yes,Thursday,Aug,15,False,14,Afternoon
11549,A706232,None,30-06-15 14:03,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,30,Male,No,Tuesday,Jun,15,False,14,Afternoon
11550,A664379,Miley,05-10-13 17:40,Return,Dog,Spayed Female,1 year,Border Terrier Mix,Brown/White,365,Female,Yes,Saturday,Oct,13,True,18,Evening
11551,A672667,Fluffy,19-03-14 15:57,Transfer,Cat,Neutered Male,8 years,Domestic Longhair Mix,White/Brown Tabby,2920,Male,Yes,Wednesday,Mar,14,False,16,Afternoon
11552,A689795,None,21-10-14 9:00,Transfer,Cat,Intact Male,5 months,Domestic Shorthair Mix,White/Blue,150,Male,No,Tuesday,Oct,14,False,9,Morning
11553,A680488,Tabitha,13-07-14 7:59,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,90,Female,Yes,Sunday,Jul,14,True,8,Morning
11554,A685633,None,14-08-14 16:32,Transfer,Dog,Spayed Female,10 months,Yorkshire Terrier Mix,Gray/White,300,Female,Yes,Thursday,Aug,14,False,17,Evening
11555,A689522,None,06-10-14 9:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,365,Female,No,Monday,Oct,14,False,9,Morning
11556,A696787,Blanca,17-02-15 16:48,Adoption,Dog,Spayed Female,3 months,Pit Bull Mix,White/Brown,90,Female,Yes,Tuesday,Feb,15,False,17,Evening
11557,A708293,Lady Bird,02-08-15 17:18,Adoption,Dog,Spayed Female,8 months,Border Collie,Tricolor,240,Female,Yes,Sunday,Aug,15,True,17,Evening
11558,A681709,Lemming,29-07-14 13:19,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60,Male,Yes,Tuesday,Jul,14,False,13,Afternoon
11559,A682549,None,03-07-14 15:26,Transfer,Dog,Intact Female,1 year,Boxer Mix,Brown Brindle/White,365,Female,No,Thursday,Jul,14,False,15,Afternoon
11560,A718411,None,02-01-16 18:44,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby/White,120,Male,Yes,Saturday,Jan,16,True,19,Evening
11561,A700149,Backlash,02-06-15 17:29,Adoption,Cat,Neutered Male,2 months,Siamese Mix,Blue Point,60,Male,Yes,Tuesday,Jun,15,False,17,Evening
11562,A704412,Marshmallow,05-06-15 15:12,Adoption,Dog,Spayed Female,1 year,Shih Tzu/Dachshund,Tan/Buff,365,Female,Yes,Friday,Jun,15,False,15,Afternoon
11563,A672659,None,19-02-14 18:50,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White,730,Male,Yes,Wednesday,Feb,14,False,19,Evening
11564,A693593,None,12-12-14 9:00,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Brown Tabby/White,240,Male,No,Friday,Dec,14,False,9,Morning
11565,A702222,Sweetcheeks,15-05-15 0:00,Transfer,Dog,Intact Male,6 months,Pit Bull,White,180,Male,No,Friday,May,15,False,0,Night
11566,A666381,Mcneal,16-12-13 12:52,Adoption,Cat,Neutered Male,7 years,Domestic Longhair Mix,Black/White,2555,Male,Yes,Monday,Dec,13,False,13,Afternoon
11567,A662288,Hemi,29-01-14 13:09,Return,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White,1095,Female,Yes,Wednesday,Jan,14,False,13,Afternoon
11568,A686087,Henderson,24-08-14 14:09,Transfer,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue,60,Male,No,Sunday,Aug,14,True,14,Afternoon
11569,A674511,Lady,09-05-14 8:57,Euthanasia,Dog,Spayed Female,2 years,Siberian Husky,Gray/White,730,Female,Yes,Friday,May,14,False,9,Morning
11570,A715623,Max,13-11-15 17:59,Return,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,1095,Male,No,Friday,Nov,15,False,18,Evening
11571,A682473,None,02-07-14 17:07,Adoption,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White,300,Female,Yes,Wednesday,Jul,14,False,17,Evening
11572,A678818,None,21-05-14 14:06,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,60,Female,Yes,Wednesday,May,14,False,14,Afternoon
11573,A715089,None,08-11-15 0:00,Transfer,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,365,Female,Yes,Sunday,Nov,15,True,0,Night
11574,A684369,None,23-07-14 8:23,Euthanasia,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown,730,Male,No,Wednesday,Jul,14,False,8,Morning
11575,A720772,King,17-02-16 16:33,Return,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan,730,Male,Yes,Wednesday,Feb,16,False,17,Evening
11576,A716005,Indio,14-11-15 15:30,Return,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White,365,Male,No,Saturday,Nov,15,True,16,Afternoon
11577,A685632,Bongo,14-08-14 16:15,Transfer,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle/White,150,Female,No,Thursday,Aug,14,False,16,Afternoon
11578,A714200,None,20-10-15 9:00,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby,90,Male,No,Tuesday,Oct,15,False,9,Morning
11579,A665547,None,23-10-13 18:59,Adoption,Dog,Neutered Male,2 months,Chinese Sharpei Mix,Cream,60,Male,Yes,Wednesday,Oct,13,False,19,Evening
11580,A716031,Sapphire,19-11-15 19:07,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,30,Female,No,Thursday,Nov,15,False,19,Evening
11581,A706492,Destiny,05-07-15 16:44,Adoption,Dog,Spayed Female,2 months,Dachshund Mix,Black/White,60,Female,Yes,Sunday,Jul,15,True,17,Evening
11582,A659201,Miley,01-03-15 16:48,Adoption,Dog,Spayed Female,6 years,Beagle,Tricolor,2190,Female,Yes,Sunday,Mar,15,True,17,Evening
11583,A666265,Murphy,04-11-13 15:49,Transfer,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Red Merle,60,Male,No,Monday,Nov,13,False,16,Afternoon
11584,A672724,Gibbs,20-02-14 17:26,Transfer,Dog,Neutered Male,3 years,Great Pyrenees,Tricolor/White,1095,Male,Yes,Thursday,Feb,14,False,17,Evening
11585,A685980,Duncan,26-11-14 13:28,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,120,Male,Yes,Wednesday,Nov,14,False,13,Afternoon
11586,A701269,None,26-04-15 17:35,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie,14,Unknown,Unknown,Sunday,Apr,15,True,18,Evening
11587,A691845,Mike,07-03-15 14:26,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White,730,Female,Yes,Saturday,Mar,15,True,14,Afternoon
11588,A661129,Zan,17-12-13 12:13,Transfer,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,150,Male,Yes,Tuesday,Dec,13,False,12,Morning
11589,A679395,Pearl,15-06-14 13:48,Adoption,Cat,Spayed Female,2 months,Himalayan,Flame Point,60,Female,Yes,Sunday,Jun,14,True,14,Afternoon
11590,A691841,Precious,11-11-14 17:48,Return,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/Brown,1825,Female,Yes,Tuesday,Nov,14,False,18,Evening
11591,A689770,None,09-10-14 13:10,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,21,Male,No,Thursday,Oct,14,False,13,Afternoon
11592,A691068,None,09-11-14 15:53,Transfer,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Brown/Black,1095,Male,No,Sunday,Nov,14,True,16,Afternoon
11593,A687165,Vera,03-11-14 17:34,Adoption,Dog,Spayed Female,2 years,Patterdale Terr/Chihuahua Shorthair,Black/White,730,Female,Yes,Monday,Nov,14,False,18,Evening
11594,A674693,Max,15-06-14 19:12,Adoption,Dog,Neutered Male,1 year,Golden Retriever/Akita,Gold/Yellow,365,Male,Yes,Sunday,Jun,14,True,19,Evening
11595,A689491,Owen,13-10-14 17:46,Adoption,Dog,Neutered Male,2 years,Labrador Retriever/Great Pyrenees,Buff,730,Male,Yes,Monday,Oct,14,False,18,Evening
11596,A705827,None,21-06-15 17:52,Transfer,Dog,Intact Female,1 month,Pit Bull Mix,Tan/White,30,Female,No,Sunday,Jun,15,True,18,Evening
11597,A710401,None,31-10-15 11:43,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,90,Female,Yes,Saturday,Oct,15,True,12,Morning
11598,A697087,Macbeth,18-02-15 12:31,Return,Dog,Neutered Male,3 years,Pit Bull Mix,Brown,1095,Male,Yes,Wednesday,Feb,15,False,13,Afternoon
11599,A718617,None,08-01-16 18:59,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,365,Female,Yes,Friday,Jan,16,False,19,Evening
11600,A667036,Sherlock,29-11-13 12:31,Transfer,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby,1825,Male,Yes,Friday,Nov,13,False,13,Afternoon
11601,A700593,Blue,25-04-15 13:32,Return,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Sable/Tan,1095,Female,Yes,Saturday,Apr,15,True,14,Afternoon
11602,A719150,Snuggle,21-01-16 9:21,Transfer,Dog,Intact Female,15 years,Miniature Poodle Mix,White,5475,Female,No,Thursday,Jan,16,False,9,Morning
11603,A683304,Jc,17-07-14 15:18,Transfer,Dog,Intact Male,2 years,Labrador Retriever,Chocolate,730,Male,No,Thursday,Jul,14,False,15,Afternoon
11604,A648243,Lalo,07-12-14 12:12,Return,Dog,Neutered Male,2 years,Miniature Schnauzer/Cairn Terrier,Gray/Silver,730,Male,Yes,Sunday,Dec,14,True,12,Morning
11605,A716222,Beau,14-12-15 15:54,Adoption,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black,90,Male,Yes,Monday,Dec,15,False,16,Afternoon
11606,A687230,Lydia,10-09-14 12:52,Adoption,Dog,Spayed Female,2 years,Boston Terrier/Pug,Sable/White,730,Female,Yes,Wednesday,Sep,14,False,13,Afternoon
11607,A705823,None,21-06-15 17:52,Transfer,Dog,Intact Male,1 month,Pit Bull Mix,White/Chocolate,30,Male,No,Sunday,Jun,15,True,18,Evening
11608,A688271,None,20-09-14 16:30,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Brown Brindle/White,60,Male,Yes,Saturday,Sep,14,True,17,Evening
11609,A707655,None,18-07-15 12:30,Died,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Black/White,3650,Female,No,Saturday,Jul,15,True,13,Afternoon
11610,A671184,None,21-01-14 15:12,Transfer,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Black,365,Male,No,Tuesday,Jan,14,False,15,Afternoon
11611,A676235,Lily,31-10-15 19:10,Adoption,Dog,Spayed Female,1 year,Boxer Mix,Black/White,365,Female,Yes,Saturday,Oct,15,True,19,Evening
11612,A681725,Danny,12-07-14 20:48,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,60,Male,Yes,Saturday,Jul,14,True,21,Night
11613,A673109,Dana,16-03-14 12:56,Adoption,Dog,Spayed Female,5 years,Maltese/Yorkshire Terrier,White/Cream,1825,Female,Yes,Sunday,Mar,14,True,13,Afternoon
11614,A692797,Suzze,24-11-15 0:00,Transfer,Dog,Spayed Female,5 years,Miniature Poodle Mix,White,1825,Female,Yes,Tuesday,Nov,15,False,0,Night
11615,A707016,None,07-07-15 9:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,White,365,Female,No,Tuesday,Jul,15,False,9,Morning
11616,A691477,Ginger,07-12-14 14:43,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White,365,Female,Yes,Sunday,Dec,14,True,15,Afternoon
11617,A696002,Snowbell,01-02-15 17:29,Adoption,Dog,Spayed Female,1 year,Great Pyrenees/Labrador Retriever,White,365,Female,Yes,Sunday,Feb,15,True,17,Evening
11618,A647839,Liberty,27-05-15 14:21,Transfer,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Chocolate/White,3285,Male,Yes,Wednesday,May,15,False,14,Afternoon
11619,A696007,Dee Dee,01-02-15 18:51,Transfer,Dog,Spayed Female,2 months,Australian Cattle Dog/German Shepherd,Tricolor,60,Female,Yes,Sunday,Feb,15,True,19,Evening
11620,A704743,None,08-06-15 15:40,Euthanasia,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Gray Tabby,28,Unknown,Unknown,Monday,Jun,15,False,16,Afternoon
11621,A667228,Maggie,23-12-13 13:18,Adoption,Dog,Spayed Female,2 years,Australian Shepherd Mix,Red/Tricolor,730,Female,Yes,Monday,Dec,13,False,13,Afternoon
11622,A707369,Sienna,19-07-15 12:33,Transfer,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,60,Female,No,Sunday,Jul,15,True,13,Afternoon
11623,A704849,None,09-06-15 18:42,Transfer,Cat,Intact Female,2 weeks,Snowshoe Mix,Lynx Point,14,Female,No,Tuesday,Jun,15,False,19,Evening
11624,A685429,Ryder,05-09-14 15:55,Adoption,Dog,Spayed Female,5 years,Labrador Retriever/Beagle,Brown/White,1825,Female,Yes,Friday,Sep,14,False,16,Afternoon
11625,A718881,Zip,16-01-16 16:13,Transfer,Dog,Spayed Female,10 months,Boxer Mix,Brown Brindle/White,300,Female,Yes,Saturday,Jan,16,True,16,Afternoon
11626,A655417,Peewee,25-08-15 12:02,Return,Dog,Neutered Male,5 years,Staffordshire Mix,Red/White,1825,Male,Yes,Tuesday,Aug,15,False,12,Morning
11627,A667275,Louie,22-11-13 12:32,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby,30,Male,No,Friday,Nov,13,False,13,Afternoon
11628,A548154,Lola,19-05-14 18:47,Return,Dog,Spayed Female,5 years,Pit Bull Mix,Tan,1825,Female,Yes,Monday,May,14,False,19,Evening
11629,A663896,None,04-10-13 16:44,Transfer,Dog,Intact Female,8 months,Chihuahua Shorthair Mix,White/Brown,240,Female,No,Friday,Oct,13,False,17,Evening
11630,A702860,Prada,06-06-15 16:49,Adoption,Dog,Neutered Male,8 years,Miniature Poodle Mix,Black,2920,Male,Yes,Saturday,Jun,15,True,17,Evening
11631,A689077,None,30-09-14 9:00,Transfer,Cat,Intact Male,5 years,Domestic Shorthair Mix,Blue Tabby,1825,Male,No,Tuesday,Sep,14,False,9,Morning
11632,A686841,None,30-08-14 12:30,Adoption,Dog,Spayed Female,2 months,Labrador Retriever/Great Dane,Black/White,60,Female,Yes,Saturday,Aug,14,True,13,Afternoon
11633,A714314,Carley,25-10-15 18:27,Adoption,Dog,Spayed Female,9 months,Chihuahua Longhair Mix,Tan/White,270,Female,Yes,Sunday,Oct,15,True,18,Evening
11634,A710615,Laura,05-09-15 14:39,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,365,Female,No,Saturday,Sep,15,True,15,Afternoon
11635,A688668,None,26-09-14 14:47,Transfer,Dog,Intact Female,1 month,Whippet/Dachshund,White,30,Female,No,Friday,Sep,14,False,15,Afternoon
11636,A681110,Cowboy,14-06-14 17:34,Return,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Sable/White,1095,Male,Yes,Saturday,Jun,14,True,18,Evening
11637,A697961,Simbad,13-03-15 17:04,Return,Dog,Intact Male,1 year,Chow Chow Mix,Tan/White,365,Male,No,Friday,Mar,15,False,17,Evening
11638,A665673,None,21-10-13 19:08,Euthanasia,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,White,7,Male,No,Monday,Oct,13,False,19,Evening
11639,A705280,None,01-09-15 9:42,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White,90,Male,Yes,Tuesday,Sep,15,False,10,Morning
11640,A707830,None,22-07-15 18:27,Adoption,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,White/Orange,120,Male,Yes,Wednesday,Jul,15,False,18,Evening
11641,A703958,None,30-05-15 18:42,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,3,Unknown,Unknown,Saturday,May,15,True,19,Evening
11642,A688181,None,17-09-14 11:33,Return,Dog,Spayed Female,14 years,Labrador Retriever Mix,Black,5110,Female,Yes,Wednesday,Sep,14,False,12,Morning
11643,A685513,Bria,15-08-14 16:10,Transfer,Dog,Intact Female,6 years,Pit Bull Mix,Brown,2190,Female,No,Friday,Aug,14,False,16,Afternoon
11644,A711637,None,10-09-15 11:35,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,21,Female,No,Thursday,Sep,15,False,12,Morning
11645,A689279,Wren,05-08-15 16:29,Return,Dog,Spayed Female,2 years,Rat Terrier Mix,White/Brown,730,Female,Yes,Wednesday,Aug,15,False,16,Afternoon
11646,A689791,Noah,19-10-14 17:45,Adoption,Dog,Neutered Male,6 months,Boxer Mix,Brown/White,180,Male,Yes,Sunday,Oct,14,True,18,Evening
11647,A710824,Enid,27-09-15 12:35,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair/Pekingese,Tan,365,Female,Yes,Sunday,Sep,15,True,13,Afternoon
11648,A704385,Missy,08-06-15 13:49,Adoption,Dog,Spayed Female,6 years,Beagle/Dachshund,Black/Tan,2190,Female,Yes,Monday,Jun,15,False,14,Afternoon
11649,A666570,Willie,24-11-13 14:36,Return,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White,365,Male,Yes,Sunday,Nov,13,True,15,Afternoon
11650,A674246,Milo,30-03-14 17:00,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black,60,Male,Yes,Sunday,Mar,14,True,17,Evening
11651,A708051,Sparticus,22-07-15 17:14,Return,Dog,Neutered Male,4 years,Boxer,Red/White,1460,Male,Yes,Wednesday,Jul,15,False,17,Evening
11652,A713615,Fiona,17-10-15 11:34,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,60,Female,Yes,Saturday,Oct,15,True,12,Morning
11653,A715379,None,04-11-15 15:28,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico,14,Female,No,Wednesday,Nov,15,False,15,Afternoon
11654,A692632,Nala,26-04-15 14:57,Euthanasia,Dog,Spayed Female,5 years,Catahoula Mix,Brown Brindle,1825,Female,Yes,Sunday,Apr,15,True,15,Afternoon
11655,A709237,Henny,19-08-15 8:33,Transfer,Cat,Intact Female,1 month,Siamese Mix,Seal Point,30,Female,No,Wednesday,Aug,15,False,9,Morning
11656,A664867,Xenia,17-10-13 15:41,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair/Manchester Terrier,Black/Tan,365,Female,Yes,Thursday,Oct,13,False,16,Afternoon
11657,A609335,Churley,27-12-13 18:15,Adoption,Dog,Neutered Male,4 years,Pit Bull Mix,White/Tan,1460,Male,Yes,Friday,Dec,13,False,18,Evening
11658,A674421,Nino,29-03-14 15:32,Adoption,Dog,Neutered Male,1 year,Siberian Husky/Labrador Retriever,Black/Brown Brindle,365,Male,Yes,Saturday,Mar,14,True,16,Afternoon
11659,A696804,Holly,24-02-15 18:01,Transfer,Dog,Spayed Female,8 years,Chihuahua Longhair Mix,White/Tan,2920,Female,Yes,Tuesday,Feb,15,False,18,Evening
11660,A715370,Gem,18-01-16 18:02,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60,Male,Yes,Monday,Jan,16,False,18,Evening
11661,A691080,None,02-11-14 14:16,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/White,365,Female,No,Sunday,Nov,14,True,14,Afternoon
11662,A707798,None,21-07-15 11:51,Transfer,Dog,Intact Female,5 months,Rat Terrier/Chihuahua Shorthair,White/Black,150,Female,No,Tuesday,Jul,15,False,12,Morning
11663,A694724,Kelly,12-01-15 16:23,Adoption,Dog,Neutered Male,4 years,Collie Smooth Mix,Brown/Tan,1460,Male,Yes,Monday,Jan,15,False,16,Afternoon
11664,A694038,None,19-12-14 10:25,Euthanasia,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White,730,Unknown,Unknown,Friday,Dec,14,False,10,Morning
11665,A681894,Harper,23-06-14 15:40,Transfer,Cat,Intact Female,1 month,Domestic Longhair Mix,Black Tabby,30,Female,No,Monday,Jun,14,False,16,Afternoon
11666,A682490,None,28-06-14 14:33,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Gray Tabby,21,Male,No,Saturday,Jun,14,True,15,Afternoon
11667,A719052,Onyx,12-01-16 0:00,Transfer,Dog,Intact Female,2 months,Pit Bull/Chihuahua Shorthair,Black/White,60,Female,No,Tuesday,Jan,16,False,0,Night
11668,A689411,Bam Bam,07-10-14 19:00,Adoption,Dog,Neutered Male,6 months,Labrador Retriever/Basset Hound,Buff,180,Male,Yes,Tuesday,Oct,14,False,19,Evening
11669,A718124,Jessie,05-01-16 14:29,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White,730,Female,Yes,Tuesday,Jan,16,False,14,Afternoon
11670,A699760,Rosie,08-04-15 15:07,Transfer,Dog,Spayed Female,3 years,Boxer Mix,Tan/White,1095,Female,Yes,Wednesday,Apr,15,False,15,Afternoon
11671,A682199,Paul,27-06-14 13:16,Transfer,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue,60,Male,No,Friday,Jun,14,False,13,Afternoon
11672,A693471,Boris,20-12-14 18:42,Adoption,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black,1460,Male,Yes,Saturday,Dec,14,True,19,Evening
11673,A703466,None,25-05-15 10:33,Euthanasia,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,28,Unknown,Unknown,Monday,May,15,False,11,Morning
11674,A715060,None,18-11-15 0:00,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,730,Female,Yes,Wednesday,Nov,15,False,0,Night
11675,A703921,None,30-05-15 15:33,Euthanasia,Cat,Intact Female,4 weeks,Siamese Mix,Silver,28,Female,No,Saturday,May,15,True,16,Afternoon
11676,A697276,Troy,21-02-15 11:25,Return,Dog,Intact Male,9 years,Queensland Heeler Mix,Blue Tick/Tan,3285,Male,No,Saturday,Feb,15,True,11,Morning
11677,A718305,Marcie,30-12-15 18:33,Return,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie,270,Female,Yes,Wednesday,Dec,15,False,19,Evening
11678,A712824,None,11-10-15 14:08,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,60,Male,Yes,Sunday,Oct,15,True,14,Afternoon
11679,A720342,None,12-02-16 18:40,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby,365,Male,No,Friday,Feb,16,False,19,Evening
11680,A687722,Seamus,20-09-14 16:10,Return,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Blue Merle,365,Male,Yes,Saturday,Sep,14,True,16,Afternoon
11681,A514005,Donovan,04-07-14 15:12,Transfer,Dog,Neutered Male,7 years,Basset Hound,Tricolor,2555,Male,Yes,Friday,Jul,14,False,15,Afternoon
11682,A666283,Sen,22-02-14 12:22,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White,730,Female,Yes,Saturday,Feb,14,True,12,Morning
11683,A669013,Lightning,26-12-13 15:23,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Blue Tabby,2555,Female,Yes,Thursday,Dec,13,False,15,Afternoon
11684,A695007,Baby,08-01-15 15:39,Return,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Black/Tan,2555,Female,Yes,Thursday,Jan,15,False,16,Afternoon
11685,A666490,None,03-11-13 16:01,Transfer,Dog,Intact Female,6 months,Cairn Terrier Mix,Black,180,Female,No,Sunday,Nov,13,True,16,Afternoon
11686,A681547,Roscoe,18-06-14 14:49,Return,Dog,Intact Male,8 years,Brittany Mix,White/Red,2920,Male,No,Wednesday,Jun,14,False,15,Afternoon
11687,A677892,Pabst,12-07-14 17:47,Adoption,Dog,Neutered Male,2 years,Golden Retriever/Australian Shepherd,White/Tan,730,Male,Yes,Saturday,Jul,14,True,18,Evening
11688,A709570,Sparky,12-08-15 17:37,Return,Dog,Neutered Male,4 years,Chihuahua Shorthair/Schipperke,White,1460,Male,Yes,Wednesday,Aug,15,False,18,Evening
11689,A718310,Misa,10-01-16 17:56,Adoption,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White,1825,Female,Yes,Sunday,Jan,16,True,18,Evening
11690,A700433,Loki,17-04-15 19:05,Return,Dog,Neutered Male,2 years,Catahoula/German Shepherd,Brown/White,730,Male,Yes,Friday,Apr,15,False,19,Evening
11691,A687207,Owen,11-10-14 14:12,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White,120,Male,Yes,Saturday,Oct,14,True,14,Afternoon
11692,A663736,Am̩lie,27-10-13 14:46,Transfer,Cat,Spayed Female,6 years,Domestic Medium Hair,Calico,2190,Female,Yes,Sunday,Oct,13,True,15,Afternoon
